0,0,0,0
0,0,0,0
5.78763e-06,5.78763e-06,5.78763e-06,5.78763e-06
2.56551e-05,2.56551e-05,2.56551e-05,2.56551e-05
6.7163e-05,6.7163e-05,6.71631e-05,6.71631e-05
0.000136894,0.000136894,0.000136894,0.000136894
0.000240231,0.000240231,0.000240232,0.000240232
0.000381173,0.000381171,0.000381174,0.000381174
0.000562173,0.00056217,0.000562175,0.000562176
0.000784029,0.000784024,0.000784032,0.000784035
0.0010458,0.0010458,0.00104581,0.00104581
0.00134479,0.00134478,0.0013448,0.0013448
0.00167652,0.00167651,0.00167653,0.00167653
0.00203481,0.00203479,0.00203481,0.00203482
0.00241184,0.00241182,0.00241185,0.00241185
0.00279832,0.00279831,0.00279832,0.00279833
0.00318361,0.00318362,0.00318361,0.00318361
0.00355596,0.00355599,0.00355595,0.00355593
0.00390273,0.0039028,0.00390269,0.00390265
0.00421061,0.00421074,0.00421054,0.00421048
0.00446598,0.0044662,0.00446586,0.00446576
0.00465513,0.00465547,0.00465495,0.00465479
0.00476462,0.00476513,0.00476435,0.00476413
0.00478157,0.00478228,0.00478119,0.00478087
0.00469398,0.00469494,0.00469346,0.00469302
0.00449102,0.0044923,0.00449033,0.00448975
0.00416337,0.00416503,0.00416247,0.00416172
0.00370346,0.00370556,0.00370232,0.00370137
0.00310574,0.00310834,0.00310433,0.00310314
0.00236691,0.00237008,0.00236518,0.00236372
0.00148609,0.0014899,0.00148401,0.00148227
0.000465032,0.000469531,0.000462581,0.000460521
-0.000691819,-0.000686589,-0.000694668,-0.000697063
-0.00197722,-0.00197123,-0.00198048,-0.00198323
-0.00338112,-0.00337437,-0.0033848,-0.0033879
-0.00489067,-0.00488317,-0.00489476,-0.00489819
-0.00649029,-0.00648208,-0.00649476,-0.00649852
-0.0081618,-0.00815298,-0.00816661,-0.00817065
-0.00988459,-0.00987526,-0.00988967,-0.00989395
-0.0116358,-0.0116262,-0.0116411,-0.0116455
-0.0133907,-0.0133809,-0.013396,-0.0134005
-0.0151227,-0.0151131,-0.015128,-0.0151324
-0.0168042,-0.016795,-0.0168092,-0.0168134
-0.0184063,-0.0183979,-0.0184108,-0.0184147
-0.0198998,-0.0198926,-0.0199037,-0.0199069
-0.0212553,-0.0212499,-0.0212583,-0.0212608
-0.0224438,-0.0224406,-0.0224456,-0.022447
-0.0234371,-0.0234367,-0.0234373,-0.0234374
